"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765129543-325,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Ensemble enfant"",""13 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3416581_uploaded_image1_1635864100.jpg"""
"1765129543-326,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Blouson Poir Pour Enfant"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3414761_uploaded_image1_1635795193.jpg"""
"1765129543-327,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Caleçons coton enfant -  12 pièces"",""6 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg"""
"1765129543-328,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Robe de princesse"",""30 000CFA"",""Patte d'oie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3410760_uploaded_image1_1635583935.jpg"""
"1765129543-329,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Ensemble garçon"",""15 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3405987_uploaded_image1_1635327202.jpg"""
"1765129543-330,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Robes enfant"",""15 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3405969_uploaded_image1_1635326776.jpg"""
"1765129543-331,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Vêtements enfants"",""Prix sur demande"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3404857_uploaded_image1_1635260273.jpg"""
"1765129543-332,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Vêtements enfants"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3404666_uploaded_image1_1635254147.jpg"""
"1765129543-333,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Robe de princesse"",""10 000CFA"",""Patte d'oie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3401212_uploaded_image1_1635078924.jpg"""
"1765129543-334,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Robe de princesse"",""10 000CFA"",""Patte d'oie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3401211_uploaded_image1_1635078841.jpg"""
"1765129543-335,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Vêtement bébé"",""Prix sur demande"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3398130_uploaded_image1_1634894756.jpg"""
"1765129543-336,""https://sn.coinafrique.com/categorie/vetements-enfants?page=7"",""Vêtement bébé"",""3 500CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3396665_uploaded_image1_1634813452.jpg"""
"1765129546-337,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Chemise Elhadji enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3754830_uploaded_image2_1655979401.jpeg"""
"1765129546-338,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""Prix sur demande"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3752169_uploaded_image1_1655824879.jpg"""
"1765129546-339,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""Prix sur demande"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3752164_uploaded_image1_1655824806.jpg"""
"1765129546-340,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe broderie enfant"",""Prix sur demande"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3752161_uploaded_image1_1655824706.jpg"""
"1765129546-341,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou tabaski fil a fil Getzner"",""8 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3748327_uploaded_image1_1655569010.jpg"""
"1765129546-342,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou enfants  0 à 5ans"",""8 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3748323_uploaded_image1_1655568941.jpg"""
"1765129546-343,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Grenouillère"",""4 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3696815_uploaded_image1_1652610668.jpg"""
"1765129546-344,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Habits bébé"",""5 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3696811_uploaded_image1_1652610569.jpg"""
"1765129546-345,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble jupe + taille basse"",""13 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3737365_uploaded_image1_1654951147.jpg"""
"1765129546-346,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble femme"",""13 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3737301_uploaded_image1_1654947992.jpg"""
"1765129546-347,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou Magnum Gold enfant"",""15 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3737294_uploaded_image1_1654947755.jpg"""
"1765129546-348,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Friperie enfants"",""Prix sur demande"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3733511_uploaded_image1_1654724106.jpg"""
"1765129546-349,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Vêtement enfants"",""Prix sur demande"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3729543_uploaded_image1_1654534141.jpg"""
"1765129546-350,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Vêtements bébé"",""6 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_3729345_uploaded_image3_1654526905.jpeg"""
"1765129546-351,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Pantalon enfant"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3673213_uploaded_image1_1651156015.jpg"""
"1765129546-352,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Pantalon enfant"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3673212_uploaded_image1_1651155978.jpg"""
"1765129546-353,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Pantalon enfant"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3673203_uploaded_image1_1651155807.jpg"""
"1765129546-354,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Pantalon enfant"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3673206_uploaded_image1_1651155861.jpg"""
"1765129546-355,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Pantalon enfant"",""6 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3673211_uploaded_image1_1651155934.jpg"""
"1765129546-356,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Caleçon enfant"",""2 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3712737_uploaded_image3_1653571946.jpeg"""
"1765129546-357,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Vêtements enfants"",""15 000CFA"",""Hann Bel-Air, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3672756_uploaded_image1_1651141428.jpg"""
"1765129546-358,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robes de fête"",""Prix sur demande"",""Hann Bel-Air, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3672032_uploaded_image1_1651083312.jpg"""
"1765129546-359,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Pulls enfants"",""6 000CFA"",""Hann Bel-Air, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3671743_uploaded_image1_1651068678.jpg"""
"1765129546-360,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfants"",""2 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3707988_uploaded_image1_1653309121.jpg"""
"1765129546-361,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robes enfants"",""12 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3704629_uploaded_image1_1653065510.jpg"""
"1765129546-362,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robes enfants"",""12 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3704614_uploaded_image1_1653065088.jpg"""
"1765129546-363,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfants"",""7 500CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3662746_uploaded_image1_1650485578.jpg"""
"1765129546-364,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""4 000CFA"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3688104_uploaded_image1_1652108689.jpg"""
"1765129546-365,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble bébé coton"",""4 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3686501_uploaded_image1_1652014242.jpg"""
"1765129546-366,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe princesse fille"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3686470_uploaded_image1_1652012110.jpg"""
"1765129546-367,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Sous-vêtements garçon coton - 2 pièces"",""2 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3633973_uploaded_image1_1648897973.jpg"""
"1765129546-368,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Sous-vêtement fille - 2 pièces"",""2 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3633963_uploaded_image1_1648897720.jpg"""
"1765129546-369,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant princesse"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3664445_uploaded_image2_1650586926.jpeg"""
"1765129546-370,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfant"",""4 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3663950_uploaded_image3_1650558634.jpeg"""
"1765129546-371,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Grenouillère bébé"",""40 000CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3663943_uploaded_image1_1650558284.jpg"""
"1765129546-372,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Djellaba enfant"",""15 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3663604_uploaded_image1_1650545798.jpg"""
"1765129546-373,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""12 000CFA"",""Biscuiterie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3663325_uploaded_image1_1650536012.jpg"""
"1765129546-374,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""12 000CFA"",""Biscuiterie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3661262_uploaded_image1_1650410534.jpg"""
"1765129546-375,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble Short enfant"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3661238_uploaded_image1_1650409347.jpg"""
"1765129546-376,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""12 000CFA"",""Biscuiterie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3661021_uploaded_image1_1650399677.jpg"""
"1765129546-377,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robes enfant"",""5 000CFA"",""Rufisque, Sénégal"",""https://images.coinafrique.com/thumb_3659985_uploaded_image2_1650360548.jpeg"""
"1765129546-378,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Bas collant bébé"",""1 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3659847_uploaded_image1_1650350885.jpg"""
"1765129546-379,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfant"",""4 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3622517_uploaded_image1_1648156996.jpg"""
"1765129546-380,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Habits enfant"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3622516_uploaded_image1_1648156919.jpg"""
"1765129546-381,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfant"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3622512_uploaded_image1_1648156796.jpg"""
"1765129546-382,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Jeans enfant"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3622513_uploaded_image1_1648156860.jpg"""
"1765129546-383,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe fille"",""12 000CFA"",""Biscuiterie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3659452_uploaded_image1_1650315963.jpg"""
"1765129546-384,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""15 000CFA"",""Biscuiterie, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3658083_uploaded_image1_1650227180.jpg"""
"1765129546-385,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""8 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3654419_uploaded_image1_1649975338.jpg"""
"1765129546-386,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble 3 pièces enfant"",""15 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3654415_uploaded_image1_1649975242.jpg"""
"1765129546-387,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""5 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3654413_uploaded_image1_1649975177.jpg"""
"1765129546-388,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe de prière + hijab intégré"",""3 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3654182_uploaded_image1_1649961822.jpg"""
"1765129546-389,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant - 0 à 3ans"",""12 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3651240_uploaded_image1_1649808230.jpg"""
"1765129546-390,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou fille"",""12 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3651237_uploaded_image1_1649808047.jpg"""
"1765129546-391,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubous enfants en bazin"",""10 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3649632_uploaded_image1_1649723814.jpg"""
"1765129546-392,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Robe enfant"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3648076_uploaded_image1_1649645654.jpg"""
"1765129546-393,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Maillots enfant"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3646687_uploaded_image1_1649538934.jpg"""
"1765129546-394,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou fille"",""15 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3646258_uploaded_image1_1649515617.jpg"""
"1765129546-395,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfant"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3607921_uploaded_image1_1647265445.jpg"""
"1765129546-396,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Ensemble enfant"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3607932_uploaded_image1_1647265679.jpg"""
"1765129546-397,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou fille"",""Prix sur demande"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3643965_uploaded_image1_1649372776.jpg"""
"1765129546-398,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou enfant 3 pièces"",""15 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3643960_uploaded_image1_1649372669.jpg"""
"1765129546-399,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Maillots enfant"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3643824_uploaded_image1_1649366012.jpg"""
"1765129546-400,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Slips fille"",""5 500CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3643614_uploaded_image1_1649354564.jpg"""
"1765129546-401,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Vêtement friperie enfant"",""Prix sur demande"",""Sicap foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3638582_uploaded_image2_1649141754.jpeg"""
"1765129546-402,""https://sn.coinafrique.com/categorie/vetements-enfants?page=6"",""Boubou enfant - 3 pièces"",""10 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_3638243_uploaded_image1_1649111803.jpg"""
